module,key,english,old_zh,translation
pakbus,dsEdit.pakbus.utility.invalidFile,Invalid file to upload,Invalid file to upload,無效的檔案上傳
pakbus,dsEdit.pakbus.utility.noFileSelected,No file to upload,No file to upload,沒有檔案可以上傳
pakbus,dsEdit.pakbus.utility.number,Number,Number,數字
pakbus,dsEdit.pakbus.utility.name,Name,Name,名稱
pakbus,dsEdit.pakbus.utility.value,Value,Value,數值
pakbus,dsEdit.pakbus.utility.timestamp,Timestamp,Timestamp,時間戳
pakbus,dsEdit.pakbus.utility.recordNumber,Record number,Record number,記錄號碼
pakbus,dsEdit.pakbus.utility.lastUpdated,Last updated,Last updated,最後更新
pakbus,dsEdit.pakbus.utility.size,Size,Size,尺寸
pakbus,dsEdit.pakbus.utility.running,Running,Running,執行
pakbus,dsEdit.pakbus.utility.arrayLength,Array length,Array length,陣列長度
pakbus,dsEdit.pakbus.utility.showTableInfo,Show table info,Show table info,顯示表資訊
pakbus,dsEdit.pakbus.utility.loggerTables,Logger tables,Logger tables,記錄表
pakbus,dsEdit.pakbus.utility.addPakBusPoint,Add data point,Add data point,新增資料點
pakbus,dsEdit.pakbus.utility.addDatalogger,Add datalogger to data source,Add datalogger to data source,將Datalogger新增到資料來源
pakbus,dsEdit.pakbus.utility.copySettings,Copy settings to discovery tool,Copy settings to discovery tool,將設定複製到發現工具
pakbus,dsEdit.pakbus.utility.currentValues,table current values,table current values,表電流值
pakbus,dsEdit.pakbus.utility.connecting,Connecting to logger...,Connecting to logger...,連接到Logger ...
pakbus,dsEdit.pakbus.utility.initializingNetwork,Initializing network with node address {0},Initializing network with node address {0},用節點地址{0}初始化網路
pakbus,dsEdit.pakbus.utility.ready,Ready,Ready,準備好
pakbus,dsEdit.pakbus.utility.cancelled,Connection canceled,Connection canceled,連接取消
pakbus,dsEdit.pakbus.utility.error,PakBus test tool error: {0},PakBus test tool error: {0},Pakbus測試工具錯誤：{0}
pakbus,validate.mustHaveOneLogger,Data source must have at least 1 datalogger,Data source must have at least 1 datalogger,資料來源必須至少具有1個資料詞架
pakbus,validate.loggerNotDefined,No datalogger for this address exists in the data source,No datalogger for this address exists in the data source,資料來源中不存在此地址的資料詞架
pakbus,pakbus.event.getTableDefinitionsFailedDesc,Logger table definition request failed,Logger table definition request failed,Logger表定義請求失敗
pakbus,pakbus.event.getTableDefinitionsFailed,Logger at address {0} failed to get table definitions because {1},Logger at address {0} failed to get table definitions because {1},地址{0}的記錄器無法獲得表定義，因為{1}
pakbus,pakbus.event.loggerInitFailedDesc,Logger initialization failed,Logger initialization failed,記錄器初始化失敗
pakbus,pakbus.event.loggerInitFailed,Logger at address {0} failed to initialize because {1}. It will not be collecting any data.,Logger at address {0} failed to initialize because {1}. It will not be collecting any data.,地址{0}的記錄器無法初始化，因為{1}。它不會收集任何資料。
pakbus,pakbus.event.dataCollectFailedDesc,Data collection failed,Data collection failed,資料收集失敗
pakbus,pakbus.event.dataCollectFailed,Logger at address {0} failed to collect data on table {1} because: {2},Logger at address {0} failed to collect data on table {1} because: {2},地址{0}的記錄器無法在表{1}上收集資料，因為：{2}
pakbus,pakbus.event.getValueFailedDesc,Get value failed,Get value failed,獲得值失敗
pakbus,pakbus.event.getValueFailed,Error on Point with xid: {0}. Logger at address {1} failed to get value for column {2} in table {3} because: {4},Error on Point with xid: {0}. Logger at address {1} failed to get value for column {2} in table {3} because: {4},XID點上的錯誤：{0}。地址{1}的記錄儀無法獲得表{3}中的列{2}的值，因為：{4}
pakbus,pakbus.event.utility.getValueFailed,Logger at address {0} failed to get value because {1},Logger at address {0} failed to get value because {1},地址{0}的記錄器無法獲得值，因為{1}
pakbus,pakbus.event.clockCheckFailed,Logger at address {0} failed to check/set clock,Logger at address {0} failed to check/set clock,地址{0}的記錄器未能檢查/設定時鐘
pakbus,pakbus.event.fileListFailed,Logger at address {0} failed to list files,Logger at address {0} failed to list files,地址{0}的記錄器未能列出檔案
pakbus,pakbus.event.downloadFileFailed,Logger at address {0} failed to download file,Logger at address {0} failed to download file,地址的記錄器{0}無法下載檔案
pakbus,pakbus.event.programStatsRequestFailed,Logger at address {0} failed to get program statistics,Logger at address {0} failed to get program statistics,地址{0}的記錄器無法取得程序統計資訊
pakbus,pakbus.event.fileControlRequestFailed,Logger at address {0} requested file operation failed,Logger at address {0} requested file operation failed,地址{0}請求的檔案操作失敗的記錄器
pakbus,pakbus.event.fileUploadFailed,Logger at address {0} failed to upload file,Logger at address {0} failed to upload file,地址{0}的記錄器無法上傳檔案
pakbus,pakbus.event.loggerRestarting,"Logger at address {0} is restarting, please wait {1}s","Logger at address {0} is restarting, please wait {1}s",地址{0}的記錄器正在重新啟動，請等待{1} S
pakbus,pakbus.event.noActiveNetworkLinks,"No active network links, reconnecting to network.","No active network links, reconnecting to network.",沒有主動網路鏈接，可以重新連接到網路。
pakbus,pakbus.event.comms.outcomeUnknown,Unknown failure,Unknown failure,未知的失敗
pakbus,pakbus.event.comms.outcomeCommFailure,Communication failure,Communication failure,溝通失敗
pakbus,pakbus.event.comms.outcomeCommLinkFailure,PakBus link failure,PakBus link failure,pakbus鏈接故障
pakbus,pakbus.event.comms.outcomePortFailure,Low level I/O failure,Low level I/O failure,低水平I/O失敗
pakbus,pakbus.event.comms.outcomeTimeoutFailure,Timeout failure,Timeout failure,逾時失敗
pakbus,pakbus.event.comms.outcomeUnroutableFailure,Unable to route message to node,Unable to route message to node,無法將消息路由到節點
pakbus,pakbus.event.comms.outcomePermissionDenied,Invalid security code,Invalid security code,無效的安全碼
pakbus,pakbus.event.comms.outcomeUnsupportedFailure,Unsupported operation,Unsupported operation,不受支持的操作
pakbus,pakbus.event.comms.outcomeInvalidTableOrField,Invalid table or field,Invalid table or field,無效的表或字段
pakbus,pakbus.event.comms.outcomeUnsupportedConversion,Datalogger unable to convert data types,Datalogger unable to convert data types,Datalogger無法轉換資料類型
pakbus,pakbus.event.comms.outcomeMemoryBoundError,Request failed because it would cross variable memory bounds,Request failed because it would cross variable memory bounds,請求失敗，因為它會跨越可變內存範圍
pakbus,pakbus.event.comms.outcomeAborted,Transaction aborted,Transaction aborted,交易中斷
pakbus,pakbus.event.comms.outcomeInvalidTableDefinition,Local table definitions don't match logger definitions,Local table definitions don't match logger definitions,本地表定義不符合記錄器的定義
pakbus,pakbus.dox.pp,PakBus Point Properties,PakBus Point Properties,pakbus點屬性
pakbus,pakbus.dox.ds.ip,PakBus IP Data Source,PakBus IP Data Source,Pakbus IP資料來源
pakbus,pakbus.dox.ds.serial,PakBus Serial Data Source,PakBus Serial Data Source,pakbus序列資料來源
pakbus,pakbus.dox.tool,PakBus Discovery Tool,PakBus Discovery Tool,Pakbus發現工具
persistent,persistent.description,Data source and publisher for very high speed connectivity between Mango Automation instances,Data source and publisher for very high speed connectivity between Mango Automation instances, Mango 自動化實體之間非常高速連通性的資料來源和發布者
persistent,dox.persistentDS,Mango Persistent TCP data source,Mango Persistent TCP data source, Mango 持續的TCP資料來源
persistent,dox.persistentPP,Mango Persistent TCP point properties,Mango Persistent TCP point properties, Mango 持續的TCP點屬性
persistent,dox.persistentPublishing,Mango Persistent TCP publishing,Mango Persistent TCP publishing, Mango 持續的TCP出版
persistent,dox.persistentDataSourceSettings,Mango Persistent TCP data source settings,Mango Persistent TCP data source settings, Mango 持續的TCP資料來源設定
persistent,persistent.socketTimeout,Socket timeout (ms),Socket timeout (ms),插座逾時（MS）
persistent,dsEdit.persistent,Mango Persistent TCP,Mango Persistent TCP, Mango 持續的TCP
persistent,dsEdit.persistentPoint,Mango Persistent TCP Data Point,Mango Persistent TCP Data Point, Mango 持續的TCP資料點
persistent,dsEdit.persistent.dsconn,Port: {0},Port: {0},埠號：{0}
persistent,dsEdit.persistent.desc,Mango Persistent TCP properties,Mango Persistent TCP properties, Mango 持續的TCP屬性
persistent,dsEdit.persistent.port,Port,Port,埠號
persistent,dsEdit.persistent.authorizationKey,Authorization key,Authorization key,授權密鑰
persistent,dsEdit.persistent.acceptPointUpdates,Accept point settings updates,Accept point attribute updates,接受點設定更新
persistent,dsEdit.persistent.overridePermissionsUpdates,Override permissions updates,Override permissions updates,覆蓋權限更新
persistent,dsEdit.persistent.useCompression,Use compression,Use compression,使用壓縮
persistent,dsEdit.persistent.newPointReadPermission,New point read permissions,New point read permissions,新的讀取權限
persistent,dsEdit.persistent.newPointSetPermission,New point set permissions,New point set permissions,新點設定權限
persistent,dsEdit.persistent.overridePermissionTransmission,Override sent permissions,Override sent permissions,覆蓋發送了許可
persistent,dsEdit.persistent.overrideReadPermission,All points read permission,All points read permission,所有點讀取許可
persistent,dsEdit.persistent.overrideSetPermission,All points set permission,All points set permission,所有點設定的權限
persistent,publisherEdit.persistent,Mango Persistent TCP,Mango Persistent TCP, Mango 持續的TCP
persistent,publisherEdit.persistent.connectionDesc,{0}:{1},{0}:{1},{0}：{1}
persistent,publisherEdit.persistent.ipv6ConnectionDesc,[{0}]:{1},[{0}]:{1},[{0}]：{1}
persistent,publisherEdit.persistent.props,Mango Persistent TCP properties,Mango Persistent TCP properties, Mango 持續的TCP屬性
persistent,publisherEdit.persistent.host,Host,Host,主機
persistent,publisherEdit.persistent.port,Port,Port,埠號
persistent,publisherEdit.persistent.authorizationKey,Authorization key,Authorization key,授權密鑰
persistent,publisherEdit.persistent.xidPrefix,XID prefix,XID prefix,XID前綴
persistent,publisherEdit.persistent.sync,Synchronize historical data,Synchronize historical data,同步歷史資料
persistent,publisherEdit.persistent.sync.none,None,None,沒有任何
persistent,publisherEdit.persistent.sync.daily,Daily,Daily,日常的
persistent,publisherEdit.persistent.sync.weekly,Weekly,Weekly,每週
persistent,publisherEdit.persistent.sync.monthly,Monthly,Monthly,每月
persistent,publisherEdit.persistent.syncRealTime,Transmit real time data,Transmit real time data,傳輸實時資料
persistent,publisherEdit.persistent.syncPointHierarchy,Synchronize point hierarchy,Synchronize point hierarchy,同步點層次結構
persistent,publisherEdit.persistent.historyCutoffTime,Synchronize history prior to,Synchronize history prior to,同步歷史之前
persistent,publisherEdit.persistent.maxPointValuesToSend,Max point values to send in packet,Max point values to send in packet,最大點值要發送到資料包
persistent,publisherEdit.persistent.syncResponseTimeout,Sync response timeout (ms),Sync response timeout (ms),同步響應逾時（MS）
persistent,publisherEdit.persistent.reconnectSyncs,Continue failed syncs on reconnect,Continue failed syncs on reconnect,重新連接時繼續失敗的同步
persistent,publisherEdit.persistent.syncRequestRetryAttempts,Sync request retries,Sync request retries,同步請求重試
persistent,publisherEdit.persistent.publishedPoints,Published data points,Published data points,已發布的資料點
persistent,publisherEdit.persistent.point.syncedTo,Synced to,Synced to,同步
persistent,publisherEdit.persistent.addAllInView,Add all in view,Add all in view,新增全部檢視
persistent,publisherEdit.persistent.removeAllInView,Remove all in view,Remove all in view,刪除所有視圖
persistent,publisherEdit.persistent.message,Message,Message,訊息
persistent,publisherEdit.persistent.addConfirm,Add data point {0}? This will restart a running publisher.,Add data point {0}? This will restart a running publisher.,新增資料點{0}？這將重新啟動執行的發布者。
persistent,publisherEdit.persistent.dataPointAdded,"Published saved, added data point with name: {0}","Published saved, added data point with name: {0}",已發布保存，新增的資料點，名稱：{0}
persistent,publisherEdit.persistent.addAllConfirm,Add all data points in view? This will restart a running publisher.,Add all data points in view? This will restart a running publisher.,在檢視中新增所有資料點？這將重新啟動執行的發布者。
persistent,publisherEdit.persistent.dataPointsAdded,"Published saved, added {0} points","Published saved, added {0} points",已發布保存，新增{0}點
persistent,publisherEdit.persistent.removeConfirm,Remove data point {0}? This will restart a running publisher.,Remove data point {0}? This will restart a running publisher.,刪除資料點{0}？這將重新啟動執行的發布者。
persistent,publisherEdit.persistent.dataPointRemoved,"Published saved, removed data point with name: {0}","Published saved, removed data point with name: {0}",已發布保存，刪除的資料點，名稱：{0}
persistent,publisherEdit.persistent.removeAllConfirm,Remove all data points in view? This will restart a running publisher.,Remove all data points in view? This will restart a running publisher.,刪除所有資料點？這將重新啟動執行的發布者。
persistent,publisherEdit.persistent.dataPointsRemoved,"Published saved, removed {0} points","Published saved, removed {0} points",已發布保存，刪除{0}點
persistent,publisherEdit.persistent.syncMinimumOverlap,Minimum overlap when syncing blocks of data,Minimum overlap when syncing blocks of data,同步資料塊時的最小重疊
persistent,publisherEdit.persistent.allowSettable,Allow data source to set values back,Allow data source to set values back,允許資料來源設定值
persistent,publisherEdit.persistent.publishAttributeChanges,Publish point attribute changes,Publish point attribute changes,發佈點屬性更改
persistent,event.persistent.authKey,Incorrect auth key,Incorrect auth key,錯誤的auth鍵
persistent,event.persistent.pointDeserialization,Point deserialization exception: {0},Point deserialization exception: {0},求職點異常：{0}
persistent,event.persistent.dataTypeMismatch,"Data type mismatch in point ""{0}"": client={1}, server={2}","Data type mismatch in point ""{0}"": client={1}, server={2}",資料類型不符合“ {0}”點：client = {1}，server = {2}
persistent,event.persistent.dataSourceMismatch,"Data source mismatch in point ""{0}"". The XID already belongs to a different data source on the host.","Data source mismatch in point ""{0}"". The XID already belongs to a different data source on the host.",資料來源不符合點“ {0}”。 XID已經屬於主機上的不同資料來源。
persistent,event.persistent.xidTooLong,"The point XID ""{0}"" is too long.","The point XID ""{0}"" is too long.",XID點“ {0}”太長了。
persistent,event.persistent.licenseRequired,The Persistent TCP module must have a properly licensed core to work.,The Persistent TCP module must have a properly licensed core to work.,持續的TCP模塊必須具有適當的許可核心。
persistent,event.persistent.decryptionFailed,Decryption failed,Decryption failed,解密失敗
persistent,event.persistent.decryptionFailedMessage,Decryption failed: {0},Decryption failed: {0},解密失敗：{0}
persistent,event.persistent.setPointFailed,Failed to set persistent point with xid {0} because {1},Failed to set persistent point with xid {0} because {1},由於{1}
persistent,event.pb.persistent.connectionFailed,Connection attempt failed,Connection attempt failed,連接嘗試失敗
persistent,event.pb.persistent.protocolFailure,Protocol error,Protocol error,協議錯誤
persistent,event.pb.persistent.connectionAborted,Connection aborted,Connection aborted,連接中止
persistent,event.pb.persistent.connectionLost,Connection lost,Connection lost,連接丟失
persistent,event.pb.persistent.syncCompleted,Data synchronization finished,Data synchronization finished,資料同步完成
persistent,event.pb.persistent.syncCompleted.details,"Points: {0}, sent {1} requests, synced {2} records, target overcounts: {3}, response errors: {4}, elapsed time: {5}","Points: {0}, sent {1} requests, synced {2} records, target overcounts: {3}, response errors: {4}, elapsed time: {5}",點：{0}，已發送{1}請求，同步{2}記錄，目標超計：{3}，響應錯誤：{4}，經過時間：{5}
persistent,event.pb.persistent.setPointFailed,Failed to set point with xid {0} because {1},Failed to set point with xid {0} because {1},無法用XID {0}設定點，因為{1}
persistent,dsEdit.persistent.status,Runtime status,Runtime status,執行時狀態
persistent,dsEdit.persistent.getRuntimeStatusTool,Get runtime status tool,Get runtime status tool,取得執行時狀態工具
persistent,dsEdit.persistent.getStatus,Get status,Get status,獲得狀態
persistent,dsEdit.persistent.status.error,Error - {0},Error - {0},錯誤 -  {0}
persistent,dsEdit.persistent.status.notEnabled,Data source not enabled,Data source not enabled,資料來源未啟用
persistent,dsEdit.persistent.status.noConnections,No connections,No connections,沒有連接
persistent,dsEdit.persistent.status.connection,"{0}: {1} points, connected for {2}, {3} packets received, {4} timeouts","{0}: {1} points, connected for {2}, {3} packets received, {4} timeouts",{0}：{1}點，接收到{2}，{3}的資料包，{4}逾時
persistent,dsEdit.persistent.status.address,address,address,地址
persistent,dsEdit.persistent.status.connectedFor,Connected for (s),Connected for (s),連接用於（s）
persistent,dsEdit.persistent.status.packetsReceived,Packets received,Packets received,收到的資料包
persistent,dsEdit.persistent.status.timeouts,Timeouts,Timeouts,逾時
persistent,dsEdit.persistent.status.indexedPointsCount,Indexed points,Indexed points,索引點
persistent,publisherEdit.persistent.status,Runtime status,Runtime status,執行時狀態
persistent,publisherEdit.persistent.getStatus,Get status,Get status,獲得狀態
persistent,publisherEdit.persistent.status.notEnabled,Publisher not enabled,Publisher not enabled,發布者未啟用
persistent,publisherEdit.persistent.status.pointCount,Point count: {0},Point count: {0},點數：{0}
persistent,publisherEdit.persistent.status.queueSize,Update queue size: {0},Update queue size: {0},更新隊列大小：{0}
persistent,publisherEdit.persistent.status.connectionState,Connection: {0},Connection: {0},連接：{0}
persistent,publisherEdit.persistent.status.notConnected,not connected,not connected,未連接
persistent,publisherEdit.persistent.status.connecting,connecting point {0} of {1},connecting point {0} of {1},{1}的連接點{0}
persistent,publisherEdit.persistent.status.connected,connected at port {0},connected at port {0},連接在埠號{0}
persistent,publisherEdit.persistent.status.packetQueueSize,Packet queue size: {0},Packet queue size: {0},資料包隊列大小：{0}
persistent,publisherEdit.persistent.status.packetsSentInInterval,Packets sent during last 5 minutes: {0},Packets sent during last 5 minutes: {0},最近5分鐘發送的資料包：{0}
persistent,publisherEdit.persistent.status.syncNotRunning,History sync not currently running,History sync not currently running,歷史記錄同步當前不執行
persistent,publisherEdit.persistent.status.syncStatus,"History sync status: completed {0} of {1} point(s), {2} requests sent, {3} points/s, total time: {4}","History sync status: completed {0} of {1} point(s), {2} requests sent, {3} points/s, total time: {4}",歷史同步狀態：{1}點（s）的{0}，{2}請求發送，{3}點/s，總時間：{4}
persistent,publisherEdit.persistent.status.notYetSynced,Point not yet synced,Point not yet synced,點尚未同步
persistent,publisherEdit.persistent.startSync,Start history synchronization,Start history synchronization,開始歷史同步
persistent,publisherEdit.persistent.syncStarted,Sync started,Sync started,同步開始
persistent,publisherEdit.persistent.syncNotStarted,Sync not started because another sync is already running,Sync not started because another sync is already running,同步沒有開始，因為另一個同步已經在執行
persistent,publisherEdit.persistent.setSyncDate,Set sync history from time,Set sync history from time,從時間設定同步歷史記錄
persistent,publisherEdit.persistent.syncHistorySet,Sync history from time set to {0},Sync history from time set to {0},從時間設定為{0}同步歷史記錄
persistent,publisherEdit.persistent.syncHistoryNotCleared,Sync history from time not set: {0},Sync history from time not set: {0},從時間開始同步歷史記錄：{0}
persistent,publisherEdit.persistent.parallelSyncTasks,Number of threads for sync,Number of threads for sync,同步線程數量
persistent,publisherEdit.persistent.connectionCheckPeriod,Connection check period (ms),Connection check period (ms),連接檢查期（​​MS）
persistent,publisherEdit.persistent.unsyncedDataPurge,Prevent data purge of unsynchronized data,Prevent data purge of unsynchronized data,防止資料清除非同步資料
persistent,publisherEdit.persistent.synchronizationSettings,History synchronization,History synchronization,歷史同步
persistent,publisherEdit.persistent.dataPointSettings,Data point synchronization,Data point synchronization,資料點同步
persistent,publisherEdit.persistent.connectionSettings,Connection settings,Connection settings,連接設定
persistent,publisherEdit.persistent.loggingSettings,Logging settings,Logging settings,記錄設定
persistent,persistent.useCrc,Use CRC checksum,Use crc checksum,使用CRC校驗和
persistent,persistent.saveRealtime,Save realtime data,Save realtime data,保存實時資料
persistent,persistent.loggingEnabled,Enable Logging,Enable Logging,啟用記錄
persistent,persistent.logLevel,Log Level,Log Level,日誌級別
persistent,persistent.logPath,Log will be written to {0},Log will be written to {0},日誌將寫入入{0}
persistent,persistent.addPathPrefix,Hierarchy path prefix,Path prefix,層次結構路徑前綴
persistent,persistent.addPathPrefix.note,Use a slash character (/) to separate folder names,Use a slash character (/) to separate folder names,使用斜線字符（/）單獨的檔案夾名稱
persistent,persistent.extraTags,Extra tags,Extra tags,額外的標籤
persistent,persistent.addTagValue,Add tag value,Add tag value,新增標籤值
persistent,persistent.useEncryption,Use encryption,Use encryption,使用加密
persistent,persistent.sharedKey,Shared key,Shared key,共享密鑰
persistent,persistent.keySize,Key size,Key size,鑰匙尺寸
persistent,persistent.generateSharedKey,Generate,Generate,產生
persistent,persistent.log.none,None,None,沒有任何
persistent,persistent.log.trace,Trace,Trace,痕跡
persistent,persistent.log.debug,Debug,Debug,偵錯
persistent,persistent.log.info,Info,Info,資訊
persistent,persistent.log.warning,Warning,Warning,警告
persistent,persistent.log.error,Error,Error,錯誤
persistent,persistent.log.fatal,Fatal,Fatal,致命的
persistent,persistent.validate.tooManyTasks,"Can't have more than 65,535 Sync Tasks","Can't have more than 65,535 Sync Tasks","不能超過65,535個同步任務"
persistent,persistent.validate.noDuplicateTags,Cannot add two tags with the same key,Cannot add two tags with the same key,無法用相同的密鑰新增兩個標籤
persistent,persistent.validate.invalidSharedKeyLength,Shared key must be at least {0} bytes long,Shared key must be at least {0} bytes long,共享密鑰必須至少{0}字節長
persistent,persistent.validate.encryptionNotSupported,Encryption not supported,Encryption not supported,不支持加密
persistent,persistent.validate.invalidKeyValue,"Invalid hexidecimal key, {0}","Invalid hexidecimal key, {0}",無效的六邊形密鑰，{0}
persistent,persistent.settings.header,Persistent TCP settings,Persistent Synchronization Settings,持續的TCP設定
persistent,persistent.settings.pointValueThrottleThreshold,Point value throttle threshold,Point value throttle threshold,點數值節氣門閾值
persistent,persistent.settings.pointValueThrottleMaxWait,Max throttle wait time,Max throttle wait time,最大油門等待時間
persistent,persistent.settings.saved,Persistent data source settings saved,Persistent data source settings saved,保存的持續資料來源設定
persistent,persistent.monitor.totalConnections,{0} total connections,{0} total connections,{0}總連接
persistent,persistent.monitor.pointValuesPerSecond,{0} point values/s,{0} point values/s,{0}點值/s
persistent,persistent.monitor.pointsConnected,{0} points connected,{0} points connected,{0}點連接
persistent,persistent.monitor.totalTimeouts,{0} total timeouts,{0} total timeouts,{0}總逾時
persistent,persistent.monitor.totalConnectionTime,{0} total connection time (Hrs),{0} total connection time (Hrs),{0}總連接時間（HRS）
persistent,annotation.persistentPublisher,Set by persistent publisher with xid ''{0}'',Set by persistent publisher with xid ''{0}'',由XID''{0}''設定
pid,pid.description,PID Controller,PID Controller,PID控制器
pid,pid.point.configuration,Mapping imports from {0} to {1},Mapping imports from {0} to {1},映射從{0}導入到{1}
pid,dsEdit.pid.connectionDescription,Input point: {0} Output point: {1},Input point: {0} Output point: {1},輸入點：{0}輸出點：{1}
pid,dsEdit.pid.UnconfiguredConnectionDescription,Not configured properly.,Not configured properly.,未正確配置。
pid,dsEdit.pid.desc,pid,pid,pid
pid,dsEdit.pid,PID,PID,pid
pid,dsEdit.pidPoint,PID data point,PID data point,PID資料點
pid,dsEdit.pid.proportionalPid,P point,P point,P點
pid,dsEdit.pid.integralPid,I point,I point,我指的是
pid,dsEdit.pid.derivativePid,D point,D point,D點
pid,dsEdit.pid.inputFilterWindowSize,Input Filter Window Size,Discovery Mode Input Filter Window Size,輸入過濾器窗口大小
pid,dsEdit.pid.setpointPid,Setpoint point,Setpoint point,設定點
pid,dsEdit.pid.outputPid,Output point,Output point,輸出點
pid,dsEdit.pid.inputPid,Input point,Input point,輸入點
pid,dsEdit.pid.modePid,Mode point,Mode point,模式點
pid,dsEdit.pid.controlType,Control type,Control type,控制類型
pid,dsEdit.pid.controlType.positiveControl,Positive control,Positive control,積極對照
pid,dsEdit.pid.controlType.negativeControl,Negative control,Negative control,陰性對照
pid,dsEdit.pid.outputHighLimit,Output high limit,Output high limit,輸出高極限
pid,dsEdit.pid.outputLowLimit,Output low limit,Output low limit,輸出低限
pid,dsEdit.pid.outputDeadbandHigh,Output deaband high range,Output deaband high range,輸出DEABAND高範圍
pid,dsEdit.pid.outputDeadbandLow,Output deadband low range,Output deadband low range,輸出死帶低範圍
pid,dsEdit.pid.allowableWindupRange,Allowable windup range,Allowable windup range,允許的打孔範圍
pid,dsEdit.pid.discoveryOutput,Discovery output,Discovery output,發現輸出
pid,dsEdit.pid.discoveryTuneMethod,Discovery tune method,Discovery tune method,發現調子方法
pid,dsEdit.pid.discoveryTuneMethod.basic,Basic,Basic,基本的
pid,dsEdit.pid.discoveryTuneMethod.cohenCoon,Cohen-Coon,Cohen-Coon,科恩 - 通
pid,dsEdit.pid.discoveryTuneMethod.integralTimeWeightedAbsError,Integral time weighted absolute error,Integral time weighted absolute error,整體時間加權絕對錯誤
pid,dsEdit.pid.timeConstantPid,Time constant point,Time constant point,時間恆定點
pid,dsEdit.pid.deadTimePid,Deadtime point,Deadtime point,死時間點
pid,dsEdit.pid.modelGainPid,Model gain point,Model gain point,模型增益點
pid,dsEdit.pid.normalizedSlopePid,Normalized slope point,Normalized slope point,歸一化的斜率點
pid,dsEdit.pid.checkToAutoGeneratePoint,Check to auto-generate point,Check to auto-generate point,檢查自動生成點
pid,dsEdit.pid.steadyStateWaitCurvePid,Steady state wait curve point,Steady state wait curve point,穩態等待曲線
pid,dsEdit.pid.steadyStateWaitPolynomialGuess,Steady state wait polynomial guess,Steady state wait polynomial guess,穩態等待多項式猜測
pid,dsEdit.pid.steadyStateWaitMinSamplesRequired,Steady state wait minimum samples required,Steady state wait minimum samples required,穩態等待最低樣品
pid,dsEdit.pid.steadyStateWaitMinSlopeChangeAllowed,Steady state wait minimum slope change allowed,Steady state wait minimum slope change allowed,穩態等待最小的坡度更改允許
pid,dsEdit.pid.steadyStateWaitMinAcceptableCurveFit,Steady state wait minimum acceptable curve fit,Steady state wait minimum acceptable curve fit,穩態等待最小可接受的曲線擬合
pid,dsEdit.pid.steadyStateWaitFilterWindowSize,Steady state wait filter window size,Steady state wait filter window size,穩態等待濾波器窗口尺寸
pid,dsEdit.pid.deadTimeCurvePid,Dead time curve point,Dead time curve point,死時間曲線
pid,dsEdit.pid.deadTimePolynomialGuess,Dead time polynomial guess,Dead time polynomial guess,死時間多項式猜測
pid,dsEdit.pid.deadTimeMinSamplesRequired,Dead time minimum samples required,Dead time minimum samples required,需要的最低樣品所需的時間
pid,dsEdit.pid.deadTimeMinSlopeChangeAllowed,Dead time minimum slope change allowed,Dead time minimum slope change allowed,停止時間最小允許坡度變化
pid,dsEdit.pid.deadTimeMinAcceptableCurveFit,Dead time minimum acceptable curve fit,Dead time minimum acceptable curve fit,死時間最小可接受的曲線適合
pid,dsEdit.pid.deadTimeFilterWindowSize,Dead time filter window size,Dead time filter window size,死時間過濾窗口大小
pid,dsEdit.pid.riseTimeCurvePid,Rise time curve point,Rise time curve point,上升時間曲線
pid,dsEdit.pid.riseTimePolynomialGuess,Rise time polynomial guess,Rise time polynomial guess,上升時間多項式猜測
pid,dsEdit.pid.riseTimeMinSamplesRequired,Rise time minimum samples required,Rise time minimum samples required,需要的最小樣品上升時間
pid,dsEdit.pid.riseTimeMinSlopeChangeAllowed,Rise time minimum slope change allowed,Rise time minimum slope change allowed,上升時間允許最小坡度變化
pid,dsEdit.pid.riseTimeMinAcceptableCurveFit,Rise time minimum acceptable curve fit,Rise time minimum acceptable curve fit,上升時間最小可接受的曲線擬合
pid,dsEdit.pid.riseTimeFilterWindowSize,Rise time filter window size,Rise time filter window size,上升時間過濾窗口大小
pid,dsEdit.pid.settleTimeCurvePid,Settle time curve point,Settle time curve point,安定時間曲線
pid,dsEdit.pid.settleTimePolynomialGuess,Settle time polynomial guess,Settle time polynomial guess,解決時間多項式猜測
pid,dsEdit.pid.settleTimeMinSamplesRequired,Settle time minimum samples required,Settle time minimum samples required,定居時間最小樣品
pid,dsEdit.pid.settleTimeMinSlopeChangeAllowed,Settle time minimum slope change allowed,Settle time minimum slope change allowed,定居時間最小的坡度更改允許
pid,dsEdit.pid.settleTimeMinAcceptableCurveFit,Settle time minimum acceptable curve fit,Settle time minimum acceptable curve fit,結算最小可接受的曲線擬合時間
pid,dsEdit.pid.settleTimeFilterWindowSize,Settle time filter window size,Settle time filter window size,結算時間過濾窗口尺寸
pid,dsEdit.pid.steadyStateCurvePid,Steady state curve point,Steady state curve point,穩態曲線
pid,dsEdit.pid.steadyStatePolynomialGuess,Steady state polynomial guess,Steady state polynomial guess,穩態多項式猜測
pid,dsEdit.pid.steadyStateMinSamplesRequired,Steady state minimum samples required,Steady state minimum samples required,穩態最小樣品
pid,dsEdit.pid.steadyStateMinSlopeChangeAllowed,Steady state minimum slope change allowed,Steady state minimum slope change allowed,穩態最小坡度允許變化
